"worksheet","source_row","source_pair","field_name","field_type","acrobat_field_type","field_group","description","is_duplicate","occurrences"
"שדות","789","1","chkPersonMaslulBituah_75NecutAnd100Shairim41_RetireAge62","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 62","False","1"
"שדות","790","1","chkPersonMaslulBituah_75NecutAnd100Shairim41_RetireAge64","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 64","False","1"
"שדות","791","1","chkPersonMaslulBituah_75NecutAnd100Shairim41_RetireAge67","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 67","False","1"
"שדות","802","1","chkPersonMaslulBituah_75NecutAnd40Shairim","checkbox","Check Box","beneficiaries_or_family","מסלול ביטוח 75% נכות  40% שאירים (פנסיה)","False","1"
"שדות","803","1","chkPersonMaslulBituah_75NecutAnd40Shairim_RetireAge60","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 60","False","1"
"שדות","804","1","chkPersonMaslulBituah_75NecutAnd40Shairim_RetireAge62","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 62","False","1"
"שדות","805","1","chkPersonMaslulBituah_75NecutAnd40Shairim_RetireAge64","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 64","False","1"
"שדות","806","1","chkPersonMaslulBituah_75NecutAnd40Shairim_RetireAge67","checkbox","Check Box","beneficiaries_or_family","פרישה בגיל 67","False","1"
"שדות","817","1","chkPersonMaslulBituah_Until6075Necut41And100Shairim49","checkbox","Check Box","beneficiaries_or_family","מסלול ביטוח עד 60 75% נכות מעל 41 100% שאירים מעל 49 (פנסיה)","False","1"
"שדות","818","1","chkPersonMaslulBituah_Until6075Necut41And100Shairim49_RetireAge60","checkbox","Check Box","beneficiaries_or_family","גיל פרישה 60","False","1"
"שדות","600","1","chkPolicyBeneficiaries","checkbox","Check Box","beneficiaries_or_family","הנהנים בפוליסה","False","1"
"שדות","941","2","chkshair","checkbox","Check Box","beneficiaries_or_family","שאיר","False","1"
"שדות","416","2","chkShairimPercentageRate","checkbox","Check Box","beneficiaries_or_family","שיעור כיסוי ביטוחי לשאירים","False","1"
"שדות","269","1","chkTheHeirsOfTheLegal","checkbox","Check Box","beneficiaries_or_family","יורשי החוקיים","False","1"
"שדות","203","1","chkWillBepaidToHis HeirsAccording ToTheDeceased Beneficiary'sLaw","checkbox","Check Box","beneficiaries_or_family","ישולמו לירושיו על פי דין המוטב הנפטר","False","1"
"שדות","153","2","txtFamilyMember","text","Text Field","beneficiaries_or_family","בן משפחה - טקסט(מיועד רק למוטבים)","False","1"
"שדות","22","2","txtFamilyMemberAddress_","text","Text Field","beneficiaries_or_family","כתובת בן משפחה","False","1"
"שדות","21","2","txtFamilyMemberDateOfBirth_","text","Text Field","beneficiaries_or_family","תאריך לידה בן משפחה","False","1"
"שדות","16","2","txtFamilyMemberFirstName_","text","Text Field","beneficiaries_or_family","שם פרטי בן משפחה","False","1"
"שדות","25","2","txtFamilyMemberKinship_","text","Text Field","beneficiaries_or_family","קרבת משפחה","False","1"
"שדות","17","2","txtFamilyMemberLastName_","text","Text Field","beneficiaries_or_family","שם משפחה בן משפחה","False","1"
"שדות","18","2","txtFamilyMemberNationalID_","text","Text Field","beneficiaries_or_family","ת.ז בן משפחה","False","1"
"שדות","26","2","txtFamilyMemberPercentageShare_","text","Text Field","beneficiaries_or_family","חלק ב-%","False","1"
"שדות","376","2","txtMotavMobile","text","Text Field","beneficiaries_or_family","מוטב טלפון נייד","False","1"
"שדות","692","1","txtNotOwnerFamilyMemberKinship","text","Text Field","beneficiaries_or_family","קרבת משפחה","False","1"
"שדות","298","2","txtProximityToMotav","text","Text Field","beneficiaries_or_family","קרבה למוטב","False","1"
"שדות","402","1","txtShairimPercentageRate","text","Text Field","beneficiaries_or_family","שיעור כיסוי ביטוחי לשאירים(טקסט)","False","1"
"שדות","167","2","chkAffiliationIsrael_Business","checkbox","Check Box","corporation_or_business","עסקים","False","1"
"שדות","630","2","chkAmericanCorporation","checkbox","Check Box","corporation_or_business","תאגיד אמריקאי","False","1"
"שדות","178","2","chkAnnualBusinessCycle_","checkbox","Check Box","corporation_or_business","מחזור העסקים השנתי","False","1"
"שדות","750","2","chkBetterInCaseCorporationDies","checkbox","Check Box","corporation_or_business","מוטב למקרה פטירה תאגיד","False","1"
"שדות","751","2","chkBetterInCaseNotCorporationDies","checkbox","Check Box","corporation_or_business","לא תאגיד","False","1"
"שדות","622","1","chkBusinessAdministration","checkbox","Check Box","corporation_or_business","מנהל עסקים","False","1"
"שדות","175","2","chkBusinessOwner","checkbox","Check Box","corporation_or_business","בעל עסק","False","1"
"שדות","157","2","chkBusinessPartner","checkbox","Check Box","corporation_or_business","שותף עסקי","False","1"
"שדות","176","2","chkBusinessSector_","checkbox","Check Box","corporation_or_business","ענף העסק - סימון","False","1"
"שדות","918","1","chkCollectionCompany","checkbox","Check Box","corporation_or_business","גבייה על ידי החברה","False","1"
"שדות","861","1","chkCompanyInsurence","checkbox","Check Box","corporation_or_business","באמצעות חברת הביטוח","False","1"
"שדות","185","2","chkCompanyOwner","checkbox","Check Box","corporation_or_business","בעל חברה","False","1"
"שדות","601","1","chkControllingShareholders","checkbox","Check Box","corporation_or_business","בעלי תאגיד","False","1"
"שדות","944","2","chkControllingShareholdersExist","checkbox","Check Box","corporation_or_business","קיימים בעלי שליטה בתאגיד","False","1"
"שדות","448","2","chkCorporatePolicyHolder","checkbox","Check Box","corporation_or_business","בעל פוליסה תאגיד","False","1"
"שדות","641","2","chkCountryOfIncorporation","checkbox","Check Box","corporation_or_business","ארץ התאגדות צק'","False","1"
"שדות","163","2","chkLineOfBusiness","checkbox","Check Box","corporation_or_business","תחום עיסוק","False","1"
"שדות","122","2","chkManagingCompanyName","checkbox","Check Box","corporation_or_business","שם החברה המנהלת(צ'ק בוקס)","False","1"
"שדות","631","2","chkNoAmericanCorporation","checkbox","Check Box","corporation_or_business","לא תאגיד אמריקאי","False","1"
"שדות","158","2","chkNoBusinessOwner","checkbox","Check Box","corporation_or_business","לא בעל עסק","False","1"
"שדות","945","2","chkNoControllingShareholdersExist","checkbox","Check Box","corporation_or_business","לא קיימים בעלי שליטה בתאגיד","False","1"
"שדות","634","2","chkNotPersonBusinessPartnerPublicFigure","checkbox","Check Box","corporation_or_business","לא איש ציבור","False","1"
"שדות","766","2","chkNotWorksOnBehalfTaagid","checkbox","Check Box","corporation_or_business","לא פועל בשם תאגיד","False","1"
"שדות","629","1","chkPersonBusinessPartnerPublicFigure","checkbox","Check Box","corporation_or_business","איש ציבור","False","1"
"שדות","47","2","chkPhoenixInsurenceCompany","checkbox","Check Box","corporation_or_business","הפניקס חברה לביטוח בעמ","False","1"
"שדות","923","1","chkShareholder","checkbox","Check Box","corporation_or_business","בעל מניות","False","1"
"שדות","37","1","chkTaagid_no","checkbox","Check Box","corporation_or_business","לא תאגיד","False","1"
"שדות","36","1","chkTaagid_yes","checkbox","Check Box","corporation_or_business","תאגיד","False","1"
"שדות","937","2","chkTaagidType","checkbox","Check Box","corporation_or_business","סוג תאגיד","False","1"
"שדות","33","1","chkTypeOfBusinessService","checkbox","Check Box","corporation_or_business","סוג השירות העסקי","False","1"
"שדות","772","1","chkWorksOnBehalfTaagid","checkbox","Check Box","corporation_or_business","פועל בשם תאגיד","False","1"
"שדות","521","1","imgTaagidCorporateSignature","signature_or_image","Signature/Image","corporation_or_business","חתימת התאגיד","False","1"
"שדות","308","1","txtAcceptCompany","text","Text Field","corporation_or_business","הגוף המקבל","False","1"
"שדות","640","1","txtAddressOfTheCorporation","text","Text Field","corporation_or_business","כתובת האגיד","False","1"
"שדות","459","2","txtAffinityToCorporation","text","Text Field","corporation_or_business","זיקה לתאגיד","False","1"
"שדות","182","2","txtAnnualBusinessCycle_","text","Text Field","corporation_or_business","מחזור העסקים השנתי-טקסט","False","1"
"שדות","431","2","txtBusinessAddress","text","Text Field","corporation_or_business","מען עסק","False","1"
"שדות","511","2","txtBusinessManager","text","Text Field","corporation_or_business","שם מנהל עסקי","False","1"
"שדות","496","2","txtBusinessManagerNam","text","Text Field","corporation_or_business","","False","1"
"שדות","510","2","txtBusinessManagerNumber","text","Text Field","corporation_or_business","מספר מנהל עסקי","False","1"
"שדות","430","2","txtBusinessName","text","Text Field","corporation_or_business","שם עסק","False","1"
"שדות","177","2","txtBusinessSector","text","Text Field","corporation_or_business","ענף העסק - טקסט","False","1"
"שדות","199","2","txtCompanyAddress","text","Text Field","corporation_or_business","כתובת החברה","False","1"
"שדות","198","2","txtCompanyName","text","Text Field","corporation_or_business","שם חברה","False","1"
"שדות","64","2","txtCompanyWebsiteURL","text","Text Field","corporation_or_business","אתר האינרטרנט של החברה","False","1"
"שדות","610","1","txtControllingShareholdersAddress_","text","Text Field","corporation_or_business","כתובת בעל השליטה","False","1"
"שדות","609","1","txtControllingShareholdersDateOfBirth_","text","Text Field","corporation_or_business","תאריך לידה- בעל שליטה","False","1"
"שדות","606","1","txtControllingShareholdersFullName_","text","Text Field","corporation_or_business","שם בעל השליטה","False","1"
"שדות","608","1","txtControllingShareholdersID_","text","Text Field","corporation_or_business","ת.ז בעל השליטה","False","1"
"שדות","640","2","txtCorporateAddress","text","Text Field","corporation_or_business","כתובת התאגיד","False","1"
"שדות","641","1","txtCountryOfIncorporation","text","Text Field","corporation_or_business","ארץ התאגדות","False","1"
"שדות","639","1","txtDateOfIncorporation","text","Text Field","corporation_or_business","תאריך התאגדות","False","1"
"שדות","602","2","txtFirstNameOfTheControllingShareholder","text","Text Field","corporation_or_business","שם פרטי בעל השליטה","False","1"
"שדות","879","2","txtKidLineOfBusiness","text","Text Field","corporation_or_business","תחום עיסוק של הילד","False","1"
"שדות","603","2","txtLastNameOfTheControllingShareholder","text","Text Field","corporation_or_business","שם משפחה בעל השליטה","False","1"
"שדות","61","2","txtManagingCompanyName","text","Text Field","corporation_or_business","שם החברה המנהלת(טקסט)","False","1"
"שדות","299","1","txtMovingCompany_DUPLICATED_1","text","Text Field","corporation_or_business","שם הגוף מנהל/קופת גמל/קרן השתלמות המעביר","False","1"
"שדות","637","1","txtNameOfCorporation","text","Text Field","corporation_or_business","שם התאגיד","False","1"
"שדות","638","1","txtNumberOfCorporation","text","Text Field","corporation_or_business","ח.פ","False","1"
"שדות","629","2","txtPersonBusinessPartnerPublicFigure","text","Text Field","corporation_or_business","איש ציבור-טקסט","False","1"
"שדות","636","1","txtPersonBusinessSector","text","Text Field","corporation_or_business","","False","1"
"שדות","16","1","txtPersonBusinessType","text","Text Field","corporation_or_business","סוג עסק","False","1"
"שדות","520","1","txtTaagidCorporateSignatureDate","text","Text Field","corporation_or_business","תאריך חתימת תאגיד","False","1"
